
"Data da Carga da Base";"Exercício Financeiro (Lan-Ef)";"Ação (código)";"Ação (nome)";"Plano Orçamentário (código)";"Plano Orçamentário (nome)";"Grupo de Despesa (código)";"Grupo de Despesa (nome)";"Resultado Lei (código)";"Resultado Lei (nome)";"Modalidade de Aplicação (código)";"Modalidade de Aplicação (nome)";"Fonte (código)";"Fonte (nome)";"Valor dotação inicial";"Valor dotação atualizada";"Valor Total Empenhado";"Valor Liquidado";"Valor Pago"
"04/06/22";"2020";"0Z01";"RESERVA DE CONTINGENCIA FISCAL - PRIMARIA";" -";" -";"9";"RESERVA DE CONTINGENCIA";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1422105,00";"1422105,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"0Z01";"RESERVA DE CONTINGENCIA FISCAL - PRIMARIA";" -";" -";"9";"RESERVA DE CONTINGENCIA";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"53770,00";"53770,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"0Z01";"RESERVA DE CONTINGENCIA FISCAL - PRIMARIA";" -";" -";"9";"RESERVA DE CONTINGENCIA";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"51";"RECURSOS LIVRES DA SEGURIDADE SOCIAL";"3184750,00";"3184750,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"20192182,00";"20192182,00";"0,00";"0,00"
"04/06/22";"2020";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"51";"RECURSOS LIVRES DA SEGURIDADE SOCIAL";"185509269,00";"185509269,00";"184793093,52";"178380496,00";"178353344,16"
"04/06/22";"2020";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"70";"REC.PROPRIOS PRIMARIOS APLICACAO ESPECIFICA";"0,00";"3139185,00";"2712514,97";"2712514,97";"2712514,97"
"04/06/22";"2020";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"51";"RECURSOS LIVRES DA SEGURIDADE SOCIAL";"49158,00";"49158,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0002";"EXAMES PERIODICOS - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"51";"RECURSOS LIVRES DA SEGURIDADE SOCIAL";"371576,00";"371576,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1443930571,30";"1443930571,30";"1356433268,83";"1354920792,89";"1354211116,04"
"04/06/22";"2020";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"92563777,70";"92563777,70";"88582876,89";"88582876,89";"88582876,89"
"04/06/22";"2020";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"10522172,00";"11028229,00";"11008280,36";"11008280,36";"11008280,36"
"04/06/22";"2020";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0003";"AUXILIO-TRANSPORTE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"656425,00";"518461,00";"491312,58";"491312,58";"491312,58"
"04/06/22";"2020";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0005";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"68258370,00";"68981119,00";"68977391,36";"68938549,01";"68900524,64"
"04/06/22";"2020";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0009";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2938558,00";"3182808,00";"3074154,88";"3036337,90";"3036337,90"
"04/06/22";"2020";"216H";"AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"648885,00";"348885,00";"221232,55";"221232,55";"221232,55"
"04/06/22";"2020";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"60855260,18";"50355260,18";"47909143,67";"42393023,98";"42391671,92"
"04/06/22";"2020";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"624565,82";"624565,82";"298585,54";"256292,86";"256292,86"
"04/06/22";"2020";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"7175700,00";"7175700,00";"5958352,89";"3986704,32";"3986704,32"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"299317400,98";"298015562,98";"264490886,15";"206220773,05";"204897480,41"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"2302362,00";"2302362,00";"579550,00";"7107,96";"7107,96"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"285912,02";"285912,02";"190689,48";"41590,28";"41590,28"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"25457544,83";"17396830,83";"14868484,84";"2990091,93";"2989972,87"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"2187027,00";"2003027,00";"1381801,96";"360546,62";"360546,62"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"63";"REC.PROP.DECOR.ALIEN.BENS E DIR.DO PATR.PUB.";"164610,00";"164610,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"92";"APLICACAO DIRETA DE RECURSOS  RECEBIDOS DE OUTROS ENTESDA FEDERACAO DECORRENTES DE DELEGACAO/DESCENTRALIZACAO";"00";"RECURSOS ORDINARIOS";"5995,17";"5995,17";"0,00";"0,00";"0,00"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"37816311,82";"28689037,82";"23972289,59";"19000165,55";"18996817,43"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"69,18";"69,18";"69,18";"69,18";"69,18"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2541297,00";"10602011,00";"6482238,14";"1944278,63";"1944278,63"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"18570261,00";"16970261,00";"15311591,43";"11461250,36";"11461250,36"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"184000,00";"175000,00";"64000,00";"64000,00"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"3960339,00";"3960339,00";"605837,81";"445937,61";"445937,61"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000D";"MODERNIZACAO E ADEQUACAO DA ACESSIBILIDADE NO COMPLEXO ARQUITETONICO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"674426,00";"1976264,00";"1399742,29";"1195812,24";"1195146,69"
"04/06/22";"2020";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000E";"FUNCIONAMENTO DA INSTITUICAO FISCAL INDEPENDENTE (IFI)";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"58230,00";"58230,00";"0,00";"0,00";"0,00"
"04/06/22";"2020";"4236";"APRECIACAO E JULGAMENTO DE CAUSAS";"0001";"JULGAMENTO DE PROCESSOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"665138,30";"665138,30";"665138,30";"665138,30";"665138,30"
"04/06/22";"2019";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0001";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMENTO - ASPG";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"4571,00";"4571,00";"3683,39";"3683,39";"3683,39"
"04/06/22";"2019";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0002";"CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INSTITUICOES BIBLIOTECARIAS - IFLA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"3363,00";"3363,00";"2791,33";"2791,33";"2791,33"
"04/06/22";"2019";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"0005";"CONTRIBUICAO AO CONSELHO INTERNACIONAL DE ARQUIVOS - ICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"1255,00";"1255,00";"1072,81";"1072,81";"1072,81"
"04/06/22";"2019";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"000S";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"187138,00";"187138,00";"155239,96";"155239,96";"155239,96"
"04/06/22";"2019";"00OQ";"CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P";"000T";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"996035,00";"996035,00";"892795,78";"892795,78";"892795,78"
"04/06/22";"2019";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0001";"CONTRIBUICAO A ASSOCIACAO BRASILEIRA DAS ESCOLAS DO LEGISLATIVO E DE CONTAS - ABEL";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"10800,00";"10800,00";"9000,00";"9000,00";"9000,00"
"04/06/22";"2019";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0002";"CONTRIBUICAO A UNIAO NACIONAL DAS INSTITUICOES DE AUTOGESTAO EM SAUDE - UNIDAS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"64844,00";"62554,00";"55657,08";"55657,08";"55657,08"
"04/06/22";"2019";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0003";"CONTRIBUICAO A ASSOCIACAO BRASILEIRA DE TELEVISOES E RADIOS LEGISLATIVAS - ASTRAL";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"16800,00";"16800,00";"14000,00";"14000,00";"14000,00"
"04/06/22";"2019";"00PW";"CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAM";"0004";"CONTRIBUICAO AO INSTITUTO BRASILEIRO DE GOVERNANCA CORPORATIVA - IBGC";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"0,00";"2290,00";"1908,33";"1908,33";"1908,33"
"04/06/22";"2019";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"47555016,00";"42012415,93";"42012415,93";"42012415,93"
"04/06/22";"2019";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"53";"REC.DEST.ATIVIDADES-FINS DA SEGURIDADE SOCIAL";"1741993147,00";"1741993147,00";"1738590148,29";"1738590148,29";"1738590148,29"
"04/06/22";"2019";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"118605721,00";"118605721,00";"118605721,00";"118605721,00";"118605721,00"
"04/06/22";"2019";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"195324601,00";"195324601,00";"195324601,00";"195324601,00";"195324601,00"
"04/06/22";"2019";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"21948868,00";"22652347,00";"22651314,03";"22651314,03";"22651314,03"
"04/06/22";"2019";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"174066368,00";"174066368,00";"146708102,77";"146708102,77";"146708102,77"
"04/06/22";"2019";"0Z00";"RESERVA DE CONTINGENCIA - FINANCEIRA";"0001";"CPSS DECORRENTE DO ATENDIMENTO DO ART. 169, ? 1., INCISO II DA CONSTITUICAO FEDERAL - FINANCEIRA";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"376763,00";"376763,00";"0,00";"0,00";"0,00"
"04/06/22";"2019";"0Z01";"RESERVA DE CONTINGENCIA FISCAL - PRIMARIA";"0001";"RECURSOS PARA ATENDIMENTO DO ART. 169, ? 1., INCISO II DA CONSTITUICAO FEDERAL, ANEXO V DA LOA - PRIMARIA";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"9000176,00";"9000176,00";"0,00";"0,00";"0,00"
"04/06/22";"2019";"2000";"ADMINISTRACAO DA UNIDADE";"0004";"PROMOCAO INSTITUCIONAL E APOIO AO GABINETE DA PRESIDENCIA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"36412,30";"36412,30";"36412,30";"36412,30";"36412,30"
"04/06/22";"2019";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"164001698,00";"181694060,00";"180914633,41";"179393888,83";"179269843,22"
"04/06/22";"2019";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"2251190,00";"2251190,00";"2251190,00";"2251190,00";"2251190,00"
"04/06/22";"2019";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"127765,00";"127765,00";"40570,00";"1670,00";"1670,00"
"04/06/22";"2019";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0002";"EXAMES PERIODICOS - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"349978,00";"11131,00";"11130,02";"3492,02";"3492,02"
"04/06/22";"2019";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1444709187,63";"1396450692,63";"1385941528,05";"1385906546,87";"1385906546,87"
"04/06/22";"2019";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"84916080,37";"84916080,37";"83555148,74";"83555148,74";"83555148,74"
"04/06/22";"2019";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"10842043,00";"10842043,00";"10480158,86";"10480158,86";"10480158,86"
"04/06/22";"2019";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0003";"AUXILIO-TRANSPORTE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1065172,00";"1065172,00";"649628,03";"649628,03";"649628,03"
"04/06/22";"2019";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0005";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"71678936,00";"71045646,00";"65679494,76";"65679494,76";"65679494,76"
"04/06/22";"2019";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI";"0009";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2338338,00";"2971628,00";"2888550,13";"2881845,87";"2828290,12"
"04/06/22";"2019";"216H";"AJUDA DE CUSTO PARA MORADIA OU AUXILIO-MORADIA A AGENTES PUB";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1320000,00";"1320000,00";"481703,29";"481703,29";"481703,29"
"04/06/22";"2019";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"57672126,29";"57672126,29";"46761020,50";"42291858,39";"42276115,69"
"04/06/22";"2019";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"304186,71";"304186,71";"304186,71";"270894,25";"270894,25"
"04/06/22";"2019";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"6281305,00";"6281305,00";"5140608,11";"38928,48";"38928,48"
